,loan_amnt,int_rate,annual_inc,loan_status,open_acc,open_il_12m,Charged_Off
223322,7000,16.14,65000.0,Current,13.0,0.0,0
2031609,15000,7.62,120000.0,Fully Paid,14.0,,0
127058,9000,11.06,37000.0,Fully Paid,9.0,0.0,0
1917023,19750,17.57,82000.0,Current,7.0,,0
352300,18000,7.96,55080.0,Fully Paid,9.0,0.0,0
1598534,16000,7.35,85000.0,Fully Paid,13.0,0.0,0
1887210,16000,8.19,68000.0,Fully Paid,17.0,,0
1255871,11000,9.17,48000.0,Fully Paid,5.0,,0
898135,35000,17.99,40000.0,Fully Paid,21.0,0.0,0
1945689,25000,8.39,103000.0,Fully Paid,13.0,,0
697663,25000,16.29,75000.0,Fully Paid,18.0,0.0,0
1132120,25000,14.65,92000.0,Fully Paid,7.0,,0
1683853,35000,12.85,250000.0,Fully Paid,7.0,,0
402582,8000,6.07,70000.0,Charged Off,13.0,0.0,0
1925784,18000,16.99,95000.0,Current,11.0,,0
111922,9000,17.97,66000.0,Current,3.0,0.0,0
1123670,30000,16.99,70104.0,Fully Paid,9.0,,0
1709308,10000,21.7,35000.0,Charged Off,11.0,,0
2084717,25000,14.47,70000.0,Fully Paid,12.0,,0
1902591,12000,10.99,60000.0,Fully Paid,12.0,,0
2115319,25000,11.99,144240.0,Charged Off,8.0,,0
1094308,20000,13.99,48000.0,Charged Off,6.0,,0
531636,21000,10.49,245000.0,Current,11.0,0.0,0
1033969,16275,15.61,37000.0,Charged Off,6.0,,0
527075,20000,24.99,58000.0,Fully Paid,13.0,1.0,0
1514166,6000,17.09,45000.0,Current,5.0,1.0,0
1068894,26000,5.32,252000.0,Fully Paid,14.0,,0
259406,16000,14.52,46000.0,Current,25.0,1.0,0
1543479,30000,13.59,61500.0,Current,9.0,0.0,0
837146,16000,19.99,50000.0,Late (31-120 days),6.0,0.0,0
1624489,21000,14.08,62832.0,Current,24.0,1.0,0
897433,20000,13.49,72000.0,Fully Paid,19.0,0.0,0
1850779,3500,15.81,22000.0,Fully Paid,5.0,,0
1010106,14575,22.99,48600.0,Charged Off,12.0,,0
509377,4200,13.99,69500.0,Fully Paid,26.0,0.0,0
612448,17000,10.75,65000.0,Fully Paid,7.0,0.0,0
19932,10200,27.27,128000.0,Current,15.0,3.0,0
709707,10100,16.29,70000.0,Charged Off,9.0,2.0,0
1520326,20000,30.99,72000.0,Charged Off,7.0,0.0,0
1874163,3000,14.31,56000.0,Fully Paid,7.0,,0
143083,24000,14.47,70000.0,Current,11.0,0.0,0
1651978,2000,14.99,52000.0,Current,9.0,0.0,0
2194670,11400,7.35,50000.0,Current,10.0,2.0,0
421107,10500,12.61,38000.0,Current,10.0,0.0,0
1653142,18000,12.74,120000.0,Fully Paid,9.0,1.0,0
1071343,14400,12.69,32000.0,Fully Paid,7.0,,0
1414604,14125,17.99,39300.0,Charged Off,8.0,0.0,0
445262,40000,9.44,400000.0,Fully Paid,13.0,0.0,0
1213636,7000,9.99,56060.0,Fully Paid,12.0,,0
1746659,20800,10.64,150000.0,Fully Paid,14.0,,0
977803,10000,9.99,60000.0,Fully Paid,7.0,,0
2073623,12000,10.99,109000.0,Fully Paid,15.0,,0
1195884,11200,15.61,80000.0,Fully Paid,11.0,,0
97037,7500,12.73,68000.0,Current,11.0,1.0,0
2209811,27500,7.97,85280.0,Current,18.0,0.0,0
602892,5600,8.99,100000.0,Fully Paid,15.0,1.0,0
29713,7700,11.8,85000.0,Current,7.0,0.0,0
1707103,27000,8.6,175000.0,Fully Paid,8.0,,0
258426,35000,14.52,240000.0,Current,8.0,0.0,0
1985553,14000,12.49,126000.0,Fully Paid,9.0,,0
1048901,18400,20.99,220000.0,Current,9.0,,0
2163495,7200,6.08,60000.0,Current,22.0,0.0,0
898111,5000,13.49,70000.0,Current,13.0,1.0,0
642903,20000,7.39,50000.0,Current,11.0,0.0,0
1124704,3500,8.18,100000.0,Fully Paid,5.0,,0
71587,10375,16.91,55000.0,Current,8.0,1.0,0
1661776,10000,11.44,65000.0,Fully Paid,11.0,0.0,0
1840726,14000,10.16,125000.0,Fully Paid,9.0,,0
1106463,10000,9.99,145000.0,Current,9.0,,0
637520,25000,7.39,125000.0,Current,32.0,0.0,0
431939,4000,7.96,39000.0,Current,23.0,2.0,0
414499,16800,12.61,150000.0,Current,20.0,0.0,0
4299,20000,12.98,61000.0,Current,8.0,0.0,0
2044363,23875,19.99,59696.0,Charged Off,7.0,,0
496826,10000,8.59,125000.0,Current,9.0,0.0,0
1080921,6000,5.32,80000.0,Fully Paid,5.0,,0
2173192,40000,7.97,1500.0,Current,19.0,1.0,0
1755859,16800,8.9,60000.0,Fully Paid,13.0,,0
160316,5200,7.21,120000.0,Current,8.0,1.0,0
1337178,15000,8.19,45000.0,Fully Paid,19.0,,0
1834547,5000,7.62,21000.0,Fully Paid,7.0,,0
697637,20000,5.32,150000.0,Fully Paid,8.0,0.0,0
100628,24000,12.73,112917.0,Current,11.0,0.0,0
1236723,15000,6.68,107000.0,Fully Paid,19.0,,0
728308,18600,12.99,50000.0,Charged Off,13.0,0.0,0
1023027,8000,9.17,87000.0,Fully Paid,16.0,,0
26693,14000,12.98,59860.0,Current,5.0,1.0,0
1169767,12000,9.17,105000.0,Fully Paid,11.0,,0
2101425,5000,7.9,26000.0,Fully Paid,5.0,,0
1128681,10000,11.53,105000.0,Fully Paid,21.0,,0
1392406,5000,12.74,48000.0,Current,10.0,0.0,0
838752,30000,25.49,66000.0,Current,11.0,4.0,0
84698,24000,11.55,35000.0,Current,12.0,0.0,0
1092203,18000,6.89,100000.0,Fully Paid,3.0,,0
1355547,15000,15.99,65000.0,Current,15.0,1.0,0
235542,1200,27.27,42000.0,Current,7.0,1.0,0
191558,16000,6.11,118000.0,Current,26.0,4.0,0
1067477,5000,16.55,100000.0,Charged Off,17.0,,0
162844,24000,10.47,50000.0,Current,16.0,0.0,0
2132715,24000,17.74,65000.0,Fully Paid,8.0,,0
94494,34000,10.08,120000.0,Current,7.0,0.0,0
178446,5000,7.21,78000.0,Current,5.0,1.0,0
379927,14400,13.58,117000.0,Current,7.0,1.0,0
25029,4400,23.4,55000.0,Current,1.0,0.0,0
1318008,13500,13.66,97000.0,Charged Off,9.0,,0
359466,24000,21.85,77000.0,Current,9.0,0.0,0
914477,14625,13.49,38500.0,Current,4.0,0.0,0
1840038,25000,7.9,150000.0,Fully Paid,11.0,,0
1858509,11200,7.62,67000.0,Fully Paid,8.0,,0
1868252,5000,7.49,54000.0,Fully Paid,4.0,,0
959364,5500,5.32,62400.0,Fully Paid,8.0,,0
1216329,30000,8.18,151000.0,Fully Paid,11.0,,0
2024281,20975,15.61,50000.0,Fully Paid,10.0,,0
895443,14400,14.99,124000.0,Current,11.0,0.0,0
2231054,10000,28.72,72800.0,Fully Paid,12.0,1.0,0
422484,15000,15.04,13000.0,Current,20.0,0.0,0
782561,16000,9.16,91000.0,Current,15.0,2.0,0
2145109,6000,5.32,130000.0,Current,24.0,0.0,0
520097,6025,11.49,119500.0,Fully Paid,9.0,3.0,0
1833413,35000,21.49,109000.0,Fully Paid,16.0,,0
777327,35000,13.67,160000.0,Fully Paid,15.0,1.0,0
2174536,8000,7.35,72800.0,Current,11.0,0.0,0
994062,10000,9.99,50000.0,Charged Off,31.0,,0
914032,38000,7.59,130500.0,Fully Paid,8.0,0.0,0
1343283,3000,14.99,28379.05,Fully Paid,8.0,,0
17363,3000,8.19,35000.0,Current,13.0,1.0,0
1470695,20000,10.42,60000.0,Current,5.0,0.0,0
698324,17000,8.39,83000.0,Fully Paid,7.0,0.0,0
1576067,9600,10.91,34474.0,Fully Paid,5.0,0.0,0
189376,20000,15.02,46300.0,Current,6.0,0.0,0
696501,16000,6.49,80000.0,Current,6.0,0.0,0
598764,19250,27.49,53500.0,Current,4.0,1.0,0
660648,20000,11.99,97000.0,Charged Off,13.0,1.0,0
1878236,25000,8.67,100000.0,Fully Paid,7.0,,0
1798362,21000,6.62,103000.0,Fully Paid,11.0,,0
696888,5600,12.99,79000.0,Fully Paid,5.0,1.0,0
953617,10000,11.99,30555.0,Current,10.0,,0
1078503,35000,19.99,95000.0,Late (31-120 days),18.0,,0
709345,20475,19.53,79000.0,Fully Paid,18.0,1.0,0
1911647,4000,18.24,50000.0,Fully Paid,8.0,,0
12002,7200,15.02,22000.0,Current,5.0,1.0,0
1609193,5000,5.32,72000.0,Current,14.0,0.0,0
356141,10000,12.61,80000.0,Current,6.0,0.0,0
1855197,30000,23.26,80000.0,Fully Paid,23.0,,0
851814,3000,11.44,76000.0,Current,13.0,0.0,0
501422,6000,14.49,40000.0,Fully Paid,12.0,0.0,0
90049,11000,8.46,35000.0,Current,13.0,4.0,0
1325047,9000,6.03,53000.0,Fully Paid,8.0,,0
2244037,5000,7.35,35000.0,Current,15.0,0.0,0
1514525,15400,12.62,90000.0,Current,9.0,0.0,0
1253861,13000,20.49,52000.0,Current,17.0,,0
1895426,26550,10.49,80000.0,Charged Off,10.0,,0
1145898,13000,13.33,60000.0,Current,6.0,,0
1665071,10000,13.49,95000.0,Current,12.0,0.0,0
913423,7000,8.99,75000.0,Fully Paid,13.0,1.0,0
848021,2400,6.99,108000.0,Current,17.0,0.0,0
773187,35000,20.75,85800.0,Current,9.0,0.0,0
1656030,20000,11.39,134000.0,Charged Off,10.0,1.0,0
553569,22500,9.49,230000.0,Fully Paid,11.0,2.0,0
1728815,12000,24.5,75000.0,Fully Paid,12.0,,0
2239165,14400,9.93,90000.0,Current,8.0,0.0,0
801205,12000,18.49,71986.0,Current,12.0,0.0,0
189853,16000,8.46,55000.0,Current,10.0,0.0,0
365373,20000,11.98,19775.0,Current,7.0,0.0,0
1347971,12000,6.99,90000.0,Fully Paid,12.0,,0
2150871,15000,9.93,55000.0,Current,7.0,1.0,0
1824899,16000,12.12,60000.0,Charged Off,11.0,,0
1111675,16500,9.17,106000.0,Fully Paid,15.0,,0
1965119,28000,7.69,200000.0,Fully Paid,13.0,,0
1581512,5000,7.97,45000.0,Fully Paid,16.0,0.0,0
115712,10000,11.06,95000.0,Current,16.0,1.0,0
1786733,27575,18.75,62000.0,Fully Paid,6.0,,0
1004350,13900,11.49,70000.0,Fully Paid,21.0,,0
298121,5000,7.46,64800.0,Current,11.0,1.0,0
1629808,22400,7.99,114000.0,Fully Paid,7.0,0.0,0
285016,12000,6.83,38000.0,Current,8.0,1.0,0
1148544,24625,13.33,56000.0,Fully Paid,11.0,,0
1037045,8800,6.89,65000.0,Fully Paid,13.0,,0
1507127,11200,23.88,70000.0,Fully Paid,17.0,2.0,0
998278,6400,12.59,92000.0,Fully Paid,14.0,,0
2185870,40000,16.02,50000.0,Fully Paid,6.0,0.0,0
910469,24000,22.39,85000.0,Charged Off,7.0,2.0,0
1518398,4000,19.03,50000.0,Fully Paid,3.0,0.0,0
798,35000,17.97,120000.0,Current,11.0,1.0,0
554403,15000,13.49,72000.0,Fully Paid,14.0,2.0,0
837410,10000,16.99,60000.0,Fully Paid,16.0,1.0,0
1762823,2800,17.77,180000.0,Fully Paid,6.0,,0
245911,4000,12.73,47000.0,Current,4.0,1.0,0
305138,8000,5.31,85000.0,Current,14.0,0.0,0
449160,25000,7.35,58000.0,Current,17.0,0.0,0
405645,2500,21.85,24500.0,Current,10.0,0.0,0
2165954,14900,21.45,35000.0,Current,9.0,1.0,0
2087121,20000,6.62,90000.0,Fully Paid,17.0,,0
941906,25000,11.22,118000.0,Fully Paid,20.0,1.0,0
1766966,6500,6.62,97000.0,Fully Paid,6.0,,0
823562,17700,11.99,66400.0,Fully Paid,8.0,1.0,0
29479,24000,15.02,142000.0,Current,26.0,3.0,0
2259821,16000,16.02,48000.0,Current,5.0,0.0,0
1158897,24825,15.61,54000.0,Charged Off,8.0,,0
130468,30000,6.11,130000.0,Current,11.0,0.0,0
1636673,10000,11.44,65000.0,Current,25.0,0.0,0
1309358,10000,12.99,235000.0,Fully Paid,20.0,,0
243049,10000,11.06,40000.0,Current,4.0,2.0,0
2214473,15000,28.72,59000.0,Charged Off,16.0,1.0,0
1312734,23075,15.59,75000.0,Current,16.0,,0
195134,15000,6.11,62400.0,Current,22.0,1.0,0
1406034,30800,18.99,290000.0,Charged Off,16.0,1.0,0
917724,9600,5.32,70000.0,Fully Paid,22.0,1.0,0
789822,5000,9.75,34000.0,Current,13.0,1.0,0
779998,13200,13.67,57000.0,Charged Off,19.0,1.0,0
429859,27000,12.61,70000.0,Current,17.0,0.0,0
733049,6000,9.16,45000.0,Fully Paid,7.0,0.0,0
313452,25000,16.46,54000.0,Current,24.0,2.0,0
18529,4100,23.4,75000.0,Late (31-120 days),4.0,1.0,0
1205514,9975,13.33,90000.0,Fully Paid,10.0,,0
1962754,10000,13.98,28000.0,Charged Off,10.0,,0
238485,15500,17.97,40000.0,Current,8.0,2.0,0
656608,23500,17.27,61200.0,Current,8.0,1.0,0
880629,11675,10.49,66000.0,Current,5.0,2.0,0
383050,9000,14.07,40040.0,Current,8.0,0.0,0
1672015,25000,11.39,110000.0,Current,15.0,0.0,0
2046258,24000,12.49,84000.0,Fully Paid,17.0,,0
1704864,16000,15.1,90000.0,Charged Off,15.0,,0
825023,10000,11.48,205000.0,Fully Paid,16.0,1.0,0
1704568,33000,12.99,100000.0,Fully Paid,6.0,,0
487542,12000,24.85,36000.0,Charged Off,4.0,1.0,0
1243383,13200,16.99,81000.0,Charged Off,12.0,,0
1565885,6400,20.0,55000.0,Current,8.0,1.0,0
2091852,10000,14.98,150000.0,Fully Paid,15.0,,0
1256709,5500,7.89,33500.0,Fully Paid,28.0,,0
1259129,14000,8.18,178000.0,Charged Off,27.0,,0
1050324,12000,7.89,69780.0,Fully Paid,16.0,,0
755216,15000,7.89,191000.0,Fully Paid,8.0,0.0,0
1852407,8000,6.62,44000.0,Fully Paid,5.0,,0
1930080,6550,12.49,45000.0,Fully Paid,21.0,,0
2084500,11875,11.99,77000.0,Fully Paid,20.0,,0
939765,8000,10.64,62000.0,Fully Paid,11.0,0.0,0
1354615,15000,22.74,62000.0,Fully Paid,9.0,1.0,0
1098376,5000,7.26,49000.0,Fully Paid,6.0,,0
1194504,15000,13.99,47000.0,Fully Paid,8.0,,0
133410,12000,11.55,110000.0,Current,20.0,0.0,0
1925480,20000,13.98,60000.0,Fully Paid,13.0,,0
120930,8000,7.84,76300.0,Current,23.0,0.0,0
1558186,6000,15.05,61000.0,Current,17.0,1.0,0
310920,15000,12.13,65000.0,Fully Paid,17.0,2.0,0
1534252,40000,16.02,65000.0,Current,15.0,0.0,0
839344,15600,19.99,55000.0,Current,6.0,0.0,0
2036799,20000,15.61,100000.0,Fully Paid,14.0,,0
1553852,5000,15.05,45000.0,Current,9.0,2.0,0
1723617,12000,15.61,80000.0,Fully Paid,10.0,,0
488297,16000,11.99,96500.0,Current,12.0,0.0,0
74776,1000,30.79,74000.0,Current,6.0,1.0,0
88024,16800,11.55,40000.0,Current,15.0,3.0,0
878385,1500,7.49,56000.0,Fully Paid,15.0,1.0,0
357977,10000,18.45,101000.0,Fully Paid,25.0,0.0,0
585734,24450,18.99,70000.0,Current,11.0,3.0,0
1736439,10000,7.62,320000.0,Fully Paid,10.0,,0
1375571,15000,17.99,36420.0,Current,12.0,0.0,0
67953,4950,7.02,33000.0,Current,13.0,1.0,0
1744073,24000,20.31,56000.0,Charged Off,17.0,,0
1101361,6025,12.29,26000.0,Fully Paid,12.0,,0
1122760,28800,7.89,90000.0,Fully Paid,10.0,,0
2254503,9600,9.44,95000.0,Current,7.0,0.0,0
803650,8000,5.32,150000.0,Fully Paid,12.0,0.0,0
806123,6000,14.85,32000.0,Charged Off,3.0,1.0,0
1225578,15000,9.17,51500.0,Fully Paid,13.0,,0
1803687,22750,23.28,65000.0,Fully Paid,10.0,,0
408111,16000,10.41,28000.0,Current,9.0,0.0,0
1268010,29750,9.17,130000.0,Fully Paid,16.0,,0
1638023,20000,7.49,98000.0,Current,11.0,0.0,0
1020,15000,11.8,35000.0,Current,9.0,2.0,0
670595,12000,8.39,49500.0,Current,6.0,0.0,0
746965,32000,9.75,113900.0,Fully Paid,6.0,1.0,0
1796410,14000,17.27,74200.0,Fully Paid,9.0,,0
386259,10000,12.61,49160.0,Current,5.0,1.0,0
1115191,19200,7.26,98900.0,Fully Paid,10.0,,0
235767,12000,10.47,39000.0,Current,8.0,0.0,0
1687276,6325,22.4,22000.0,Fully Paid,3.0,,0
577169,35000,15.59,350000.0,Fully Paid,14.0,2.0,0
458273,33600,12.62,42000.0,Current,11.0,0.0,0
1304642,8000,8.18,60000.0,Fully Paid,22.0,,0
1058172,25000,12.29,80000.0,Fully Paid,20.0,,0
1763201,17600,10.16,207000.0,Fully Paid,12.0,,0
259760,24000,11.05,75000.0,Current,9.0,1.0,0
1720353,24250,11.99,55000.0,Fully Paid,12.0,,0
181465,9000,6.11,54996.0,Current,14.0,2.0,0
2209529,8400,9.44,50000.0,Current,14.0,2.0,0
1276701,15500,5.93,45000.0,Fully Paid,11.0,,0
1732542,12000,16.78,100000.0,Fully Paid,10.0,,0
785723,28000,6.97,140000.0,Fully Paid,13.0,0.0,0
953015,11850,9.17,50000.0,Fully Paid,7.0,,0
1432951,5500,5.32,80000.0,Current,6.0,1.0,0
1519350,3500,9.93,96096.0,Current,11.0,1.0,0
1480151,19600,9.93,66000.0,Current,15.0,0.0,0
348073,10000,7.96,100000.0,Current,15.0,0.0,0
339483,3500,6.07,31500.0,Current,3.0,0.0,0
975585,20000,9.17,75000.0,Charged Off,11.0,,0
1321547,6000,7.49,30000.0,Charged Off,4.0,,0
531348,26600,9.49,84500.0,Current,5.0,0.0,0
230459,10000,14.47,11040.0,Current,6.0,0.0,0
1873248,6400,9.49,115000.0,Fully Paid,22.0,,0
1007349,5000,7.89,60000.0,Fully Paid,8.0,,0
1488103,7000,10.91,75000.0,Fully Paid,26.0,1.0,0
1228894,4000,6.39,93100.0,Fully Paid,9.0,,0
2248541,30000,30.89,89000.0,Fully Paid,9.0,3.0,0
1124525,2000,13.33,40000.0,Charged Off,12.0,,0
1278268,15350,19.52,40000.0,Charged Off,11.0,,0
980738,12000,12.05,100000.0,Charged Off,20.0,,0
720874,25000,5.32,120000.0,Fully Paid,6.0,0.0,0
1113971,13200,12.69,50000.0,Fully Paid,10.0,,0
1617088,4800,10.42,140000.0,Current,13.0,0.0,0
1122156,6500,9.99,49000.0,Fully Paid,5.0,,0
597995,20000,9.49,50000.0,Current,11.0,0.0,0
1298935,15000,10.99,135000.0,Fully Paid,12.0,,0
732768,23725,8.39,66825.0,Fully Paid,21.0,0.0,0
1300963,35000,10.99,1150000.0,Current,9.0,,0
2077436,4000,10.99,55000.0,Fully Paid,18.0,,0
312281,21600,10.07,102000.0,Current,18.0,2.0,0
848231,31000,14.99,71000.0,Fully Paid,24.0,0.0,0
803946,12000,13.44,60000.0,Fully Paid,15.0,1.0,0
366760,18000,5.31,145213.0,Current,33.0,0.0,0
1049113,18000,18.55,36000.0,Fully Paid,5.0,,0
336621,20000,15.04,80000.0,Current,4.0,0.0,0
697428,2000,16.29,24000.0,Charged Off,6.0,0.0,0
2016754,20800,24.5,58310.0,Charged Off,10.0,,0
1290208,20000,16.55,100000.0,Charged Off,7.0,,0
544716,32000,12.79,64000.0,Current,14.0,0.0,0
1546725,32000,7.35,73000.0,Current,8.0,1.0,0
2051099,33000,12.49,123000.0,Fully Paid,13.0,,0
2097636,9100,7.9,63000.0,Fully Paid,5.0,,0
1563176,13000,9.93,93000.0,Current,12.0,0.0,0
2156245,16000,17.09,35000.0,Current,9.0,0.0,0
897608,21000,19.99,152000.0,Fully Paid,26.0,3.0,0
1898528,21000,12.99,61000.0,Current,20.0,,0
1759932,16000,10.16,96000.0,Fully Paid,9.0,,0
612479,14400,8.39,51000.0,Fully Paid,11.0,1.0,0
273408,5000,14.03,170000.0,Fully Paid,15.0,0.0,0
423071,10000,15.04,48000.0,Current,12.0,0.0,0
1648909,18000,16.99,40000.0,Charged Off,11.0,0.0,0
7352,1000,13.56,28000.0,Fully Paid,10.0,1.0,0
1477265,40000,16.02,70000.0,Current,10.0,1.0,0
312043,20000,13.06,57412.0,Current,8.0,1.0,0
1740854,11100,15.22,83000.0,Charged Off,23.0,,0
739257,11200,12.99,37500.0,Fully Paid,9.0,0.0,0
75595,39150,6.11,178000.0,Current,11.0,1.0,0
784085,4000,11.47,60000.0,Fully Paid,8.0,1.0,0
1205617,10000,7.26,80000.0,Fully Paid,6.0,,0
819304,18000,13.99,67296.24,Fully Paid,6.0,2.0,0
96011,19200,22.35,35000.0,Current,11.0,0.0,0
1894717,8500,11.99,80000.0,Fully Paid,11.0,,0
950629,18400,12.59,40000.0,Fully Paid,8.0,0.0,0
737461,5000,11.99,45000.0,Current,9.0,1.0,0
547944,5100,8.59,92000.0,Current,7.0,0.0,0
1882029,29975,9.49,60000.0,Fully Paid,16.0,,0
1251611,24000,13.99,80000.0,Fully Paid,6.0,,0
1858136,10000,10.74,68000.0,Fully Paid,10.0,,0
885094,5000,6.99,45000.0,Current,10.0,1.0,0
423834,15500,6.07,133000.0,Current,9.0,1.0,0
1410522,31325,12.74,165000.0,Current,21.0,0.0,0
2159412,30000,24.85,106000.0,Late (31-120 days),14.0,0.0,0
1791241,4500,12.12,45000.0,Fully Paid,8.0,,0
74134,4000,8.46,40000.0,Current,14.0,0.0,0
1132077,29900,16.99,65000.0,Fully Paid,8.0,,0
877926,6000,11.49,35000.0,Fully Paid,15.0,0.0,0
1094085,10175,13.99,35000.0,Fully Paid,6.0,,0
1634087,5000,8.24,43612.12,Fully Paid,9.0,0.0,0
674897,40000,7.89,165000.0,Current,8.0,1.0,0
341327,20000,10.9,78925.0,Current,16.0,0.0,0
1081400,3950,17.57,45000.0,Fully Paid,6.0,,0
567141,10000,9.49,68928.0,Current,14.0,1.0,0
1099335,4500,12.29,62000.0,Fully Paid,1.0,,0
1242670,9000,16.99,90000.0,Fully Paid,17.0,,0
1285173,25000,9.17,140000.0,Fully Paid,9.0,,0
1850919,7000,17.27,35000.0,Fully Paid,19.0,,0
1744036,7000,21.15,108000.0,Fully Paid,9.0,,0
1332466,5000,7.49,70000.0,Fully Paid,4.0,,0
2203662,8000,10.42,19500.0,Current,10.0,1.0,0
643257,5000,14.46,68000.0,Fully Paid,12.0,3.0,0
1774489,5200,10.16,64000.0,Fully Paid,11.0,,0
346081,3000,9.43,17652.0,Current,8.0,0.0,0
2178453,14000,10.42,85800.0,Current,28.0,1.0,0
1390185,35700,10.49,72000.0,Current,11.0,0.0,0
181191,10000,11.06,90000.0,Current,13.0,1.0,0
174451,35000,15.02,120000.0,Current,27.0,2.0,0
970133,24000,9.17,53444.0,Fully Paid,4.0,,0
3399,11500,6.46,72000.0,Current,9.0,0.0,0
603231,6000,7.99,36000.0,Fully Paid,5.0,2.0,0
352998,10000,18.45,54796.0,Current,8.0,1.0,0
1148109,3600,20.99,117000.0,Fully Paid,14.0,,0
1841343,10000,12.12,43000.0,Fully Paid,5.0,,0
533723,16000,16.99,50000.0,Fully Paid,11.0,0.0,0
1214668,15000,7.89,150000.0,Fully Paid,6.0,,0
2222594,35000,12.62,284000.0,Current,12.0,1.0,0
2159224,24000,15.05,50000.0,Current,10.0,1.0,0
1099778,9000,12.29,49000.0,Fully Paid,7.0,,0
644726,25800,14.46,75000.0,Charged Off,9.0,2.0,0
1958158,10000,11.67,80000.0,Fully Paid,18.0,,0
714087,17000,8.39,118000.0,Current,14.0,0.0,0
1964375,30000,20.2,177000.0,Fully Paid,9.0,,0
1061586,8000,10.99,40000.0,Fully Paid,10.0,,0
1519824,10000,9.44,63000.0,Current,12.0,0.0,0
307266,4775,12.13,45000.0,Current,13.0,1.0,0
606509,7500,10.75,41823.0,Current,16.0,0.0,0
1847227,8000,18.25,48000.0,Fully Paid,6.0,,0
1453827,35000,14.08,135000.0,Fully Paid,12.0,0.0,0
2123211,25000,17.43,108000.0,Charged Off,20.0,,0
1369373,6000,7.99,55000.0,Current,7.0,0.0,0
1476129,1000,7.21,25000.0,Current,6.0,0.0,0
2254773,7000,9.44,25000.0,Current,19.0,0.0,0
1975923,5000,12.49,60000.0,Fully Paid,14.0,,0
1866065,14000,13.66,40000.0,Fully Paid,8.0,,0
316582,12000,7.46,190000.0,Current,10.0,2.0,0
928318,30000,8.99,120105.0,Current,9.0,0.0,0
13061,18500,27.27,52000.0,Current,11.0,0.0,0
1721865,15000,11.99,85000.0,Fully Paid,11.0,,0
2171942,5000,18.06,54500.0,Current,12.0,2.0,0
1968433,22400,10.99,75000.0,Fully Paid,15.0,,0
1773753,6500,14.33,28000.0,Fully Paid,6.0,,0
819836,17675,19.48,52000.0,Fully Paid,8.0,1.0,0
2086459,6000,14.47,35000.0,Fully Paid,4.0,,0
973663,3000,10.99,69000.0,Fully Paid,9.0,,0
1193447,35000,26.77,132160.0,Charged Off,13.0,,0
1872474,14000,19.99,35000.0,Charged Off,11.0,,0
232062,35000,6.11,96000.0,Current,7.0,0.0,0
151534,27600,13.56,80000.0,Current,6.0,0.0,0
1566337,15000,14.08,80000.0,Charged Off,7.0,2.0,0
420549,13000,10.9,62000.0,Late (31-120 days),7.0,0.0,0
737640,12000,6.49,120000.0,Fully Paid,6.0,2.0,0
1396419,16000,5.32,100000.0,Fully Paid,18.0,1.0,0
758385,28000,5.32,115000.0,Current,11.0,1.0,0
1351782,12000,7.49,65000.0,Current,11.0,0.0,0
2046405,4200,14.64,52000.0,Fully Paid,6.0,,0
1441660,6000,13.49,34000.0,Charged Off,12.0,0.0,0
458417,25000,17.09,68000.0,Current,5.0,1.0,0
1324205,14450,17.86,40000.0,Fully Paid,13.0,,0
1056496,20000,7.89,150000.0,Fully Paid,23.0,,0
615659,30000,19.99,87000.0,Fully Paid,16.0,1.0,0
2174029,10000,9.93,42000.0,Current,10.0,1.0,0
2053694,20400,18.92,147000.0,Current,9.0,,0
1605079,7275,15.05,58000.0,Current,7.0,0.0,0
1670310,3000,7.49,55111.0,Late (31-120 days),9.0,0.0,0
2026131,10000,12.49,42000.0,Charged Off,5.0,,0
2071595,12000,13.65,75000.0,Fully Paid,9.0,,0
1984007,4750,14.99,35000.0,Fully Paid,11.0,,0
1313569,7675,11.44,87000.0,Fully Paid,12.0,,0
1350626,20000,12.99,76584.0,Fully Paid,10.0,,0
1753577,8400,9.71,50000.0,Fully Paid,8.0,,0
2101591,7200,12.42,49000.0,Fully Paid,15.0,,0
934814,6000,9.8,55020.0,Fully Paid,11.0,0.0,0
1203479,19200,19.99,48000.0,Charged Off,12.0,,0
153973,5000,7.84,129162.0,Current,13.0,0.0,0
2093098,10800,16.24,57700.0,Fully Paid,25.0,,0
440181,24000,9.93,123500.0,In Grace Period,7.0,1.0,0
1955522,7000,7.12,49000.0,Fully Paid,18.0,,0
228516,30000,11.55,88000.0,Current,25.0,3.0,0
1149446,8000,12.29,60000.0,Fully Paid,26.0,,0
2234018,11000,10.42,70000.0,Current,5.0,0.0,0
774673,15625,17.27,90000.0,Charged Off,15.0,0.0,0
734916,8400,19.53,52000.0,Fully Paid,5.0,3.0,0
1911473,24000,14.49,80000.0,Fully Paid,12.0,,0
545571,6000,8.99,60000.0,Current,14.0,0.0,0
2157807,10000,10.42,56000.0,In Grace Period,15.0,0.0,0
1107698,25000,16.55,71450.0,Fully Paid,10.0,,0
984174,18000,10.99,120000.0,Fully Paid,15.0,,0
2051301,28000,14.64,63000.0,Fully Paid,10.0,,0
117106,20000,16.14,35360.0,Current,13.0,0.0,0
1641265,25000,12.74,80000.0,Fully Paid,7.0,0.0,0
962761,24000,13.18,89000.0,Current,15.0,,0
1152419,11250,13.33,42000.0,Fully Paid,6.0,,0
1831792,21250,21.49,54612.0,Fully Paid,9.0,,0
